open,low,high,close,change,changepercent,date miladi,date shamsi
"117,620","116,200","117,650","116,950",1895,1.62%,10/08/2019,1398/05/19
"119,497","116,479","121,038","118,845",475,0.40%,08/08/2019,1398/05/17
"119,610","119,200","119,650","119,320",350,0.29%,07/08/2019,1398/05/16
"119,580","119,300","120,050","119,670",120,0.10%,06/08/2019,1398/05/15
"120,180","119,100","120,250","119,550",700,0.59%,05/08/2019,1398/05/14
"119,450","119,400","120,550","120,250",810,0.68%,04/08/2019,1398/05/13
"119,590","118,400","119,650","119,440",440,0.37%,03/08/2019,1398/05/12
"119,000","119,000","119,000","119,000",1790,1.50%,01/08/2019,1398/05/10
"119,630","119,400","120,850","120,790",1650,1.38%,31/07/2019,1398/05/09
"120,380","118,400","120,450","119,140",1100,0.92%,30/07/2019,1398/05/08
"121,260","119,700","121,550","120,240",1250,1.04%,29/07/2019,1398/05/07
"120,820","120,500","121,950","121,490",850,0.70%,28/07/2019,1398/05/06
"123,440","120,100","123,450","120,640",1140,0.95%,27/07/2019,1398/05/05
"119,500","119,500","119,500","119,500",580,0.49%,25/07/2019,1398/05/03
"120,570","117,700","120,650","118,920",1360,1.14%,24/07/2019,1398/05/02
"123,300","120,000","123,650","120,280",4960,4.12%,23/07/2019,1398/05/01
"124,620","124,100","127,050","125,240",1890,1.53%,22/07/2019,1398/04/31
"122,150","121,100","123,550","123,350",1210,0.99%,21/07/2019,1398/04/30
"122,220","121,300","123,250","122,140",2300,1.92%,20/07/2019,1398/04/29
"118,576","116,619","121,709","119,840",630,0.53%,18/07/2019,1398/04/27
"118,630","118,200","121,350","119,210",1080,0.91%,17/07/2019,1398/04/26
"118,520","112,300","119,550","118,130",580,0.49%,16/07/2019,1398/04/25
"121,140","118,600","121,250","118,710",2410,2.03%,15/07/2019,1398/04/24
"124,810","120,800","125,050","121,120",3800,3.14%,14/07/2019,1398/04/23
"126,110","124,100","126,450","124,920",2540,2.03%,13/07/2019,1398/04/22
"127,460","127,460","127,460","127,460",2120,1.66%,11/07/2019,1398/04/20
"129,770","129,400","130,050","129,580",100,0.08%,10/07/2019,1398/04/19
"129,820","129,500","130,250","129,680",40,0.03%,09/07/2019,1398/04/18
"128,910","128,800","129,850","129,720",830,0.64%,08/07/2019,1398/04/17
"130,530","128,800","130,550","128,890",1760,1.37%,07/07/2019,1398/04/16
"132,430","130,400","132,450","130,650",3150,2.47%,06/07/2019,1398/04/15
"127,500","127,500","127,500","127,500",3320,2.60%,04/07/2019,1398/04/13
"129,820","129,700","131,050","130,820",980,0.75%,03/07/2019,1398/04/12
"129,240","129,100","130,150","129,840",690,0.53%,02/07/2019,1398/04/11
"129,840","129,100","130,450","129,150",990,0.77%,01/07/2019,1398/04/10
"129,190","128,100","130,750","130,140",730,0.56%,30/06/2019,1398/04/09
"129,410","129,410","129,410","129,410",2850,2.20%,27/06/2019,1398/04/06
"132,110","131,900","132,350","132,260",80,0.06%,26/06/2019,1398/04/05
"133,120","131,600","133,250","132,340",300,0.23%,25/06/2019,1398/04/04
"133,710","132,000","133,850","132,040",2000,1.51%,24/06/2019,1398/04/03
"134,120","133,900","134,950","134,040",110,0.08%,23/06/2019,1398/04/02
"131,700","131,700","134,250","133,930",1930,1.46%,22/06/2019,1398/04/01
"132,000","132,000","132,000","132,000",2630,1.99%,20/06/2019,1398/03/30
"133,510","133,500","135,150","134,630",620,0.46%,19/06/2019,1398/03/29
"132,880","131,600","134,250","134,010",1400,1.06%,18/06/2019,1398/03/28
"134,430","132,300","134,550","132,610",2880,2.17%,17/06/2019,1398/03/27
"137,410","135,200","137,450","135,490",2420,1.79%,16/06/2019,1398/03/26
"136,110","136,100","138,250","137,910",3042,2.26%,15/06/2019,1398/03/25
"133,715","132,685","136,297","134,868",2778,2.10%,13/06/2019,1398/03/23
"132,030","132,000","132,150","132,090",740,0.56%,12/06/2019,1398/03/22
"130,680","130,400","131,950","131,350",770,0.59%,11/06/2019,1398/03/21
"132,050","130,000","132,150","130,580",830,0.64%,10/06/2019,1398/03/20
"127,110","127,040","131,450","131,410",4220,3.32%,09/06/2019,1398/03/19
"132,130","126,740","132,200","127,190",3790,2.98%,08/06/2019,1398/03/18
"131,010","130,870","131,040","130,980",1700,1.30%,03/06/2019,1398/03/13
"134,680","132,150","134,800","132,680",1900,1.43%,02/06/2019,1398/03/12
"136,870","133,950","137,010","134,580",790,0.59%,01/06/2019,1398/03/11
"135,370","135,370","135,370","135,370",2020,1.49%,30/05/2019,1398/03/09
"136,010","135,850","137,510","137,390",1420,1.04%,29/05/2019,1398/03/08
"137,010","130,850","137,010","135,970",4852,3.57%,28/05/2019,1398/03/07
"141,908","139,089","143,114","140,822",1188,0.84%,26/05/2019,1398/03/05
"141,510","140,350","142,010","142,010",1550,1.10%,25/05/2019,1398/03/04
"140,460","140,460","140,460","140,460",1550,1.10%,23/05/2019,1398/03/02
"143,880","141,850","144,010","142,010",2000,1.41%,22/05/2019,1398/03/01
"142,510","142,350","144,010","144,010",1630,1.14%,21/05/2019,1398/02/31
"139,510","137,850","142,510","142,380",2020,1.44%,20/05/2019,1398/02/30
"143,410","137,850","143,510","140,360",3150,2.24%,19/05/2019,1398/02/29
"145,880","143,350","147,510","143,510",2960,2.06%,18/05/2019,1398/02/28
"146,470","146,470","146,470","146,470",90,0.06%,16/05/2019,1398/02/26
"148,510","146,350","148,510","146,380",2110,1.44%,15/05/2019,1398/02/25
"151,480","147,850","151,600","148,490",3020,2.03%,14/05/2019,1398/02/24
"150,380","150,350","151,510","151,510",1040,0.69%,13/05/2019,1398/02/23
"148,010","147,850","151,010","150,470",2500,1.69%,12/05/2019,1398/02/22
"150,360","147,350","150,510","147,970",5530,3.74%,11/05/2019,1398/02/21
"153,500","153,500","153,500","153,500",2510,1.64%,09/05/2019,1398/02/19
"153,930","153,850","156,510","156,010",2120,1.38%,08/05/2019,1398/02/18
"152,510","151,850","154,010","153,890",1500,0.98%,07/05/2019,1398/02/17
"151,000","149,850","153,010","152,390",2380,1.59%,06/05/2019,1398/02/16
"147,350","147,350","150,010","150,010",2500,1.69%,05/05/2019,1398/02/15
"148,520","147,350","152,510","147,510",5100,3.58%,04/05/2019,1398/02/14
"142,410","142,410","142,410","142,410",3600,2.53%,02/05/2019,1398/02/12
"144,970","144,850","146,100","146,010",940,0.65%,01/05/2019,1398/02/11
"143,000","142,850","145,100","145,070",2690,1.89%,30/04/2019,1398/02/10
"142,530","142,350","143,100","142,380",1140,0.80%,29/04/2019,1398/02/09
"143,390","142,350","143,600","143,520",660,0.46%,28/04/2019,1398/02/08
"143,000","142,850","143,100","142,860",4740,3.43%,27/04/2019,1398/02/07
"138,120","138,120","138,120","138,120",2360,1.71%,25/04/2019,1398/02/05
"139,490","139,350","141,100","140,480",960,0.69%,24/04/2019,1398/02/04
"139,600","139,350","139,600","139,520",100,0.07%,23/04/2019,1398/02/03
"139,360","139,350","139,600","139,420",4720,3.50%,22/04/2019,1398/02/02
"134,900","134,700","134,900","134,700",90,0.07%,20/04/2019,1398/01/31
"134,790","134,790","134,790","134,790",-,-,18/04/2019,1398/01/29
"133,990","133,900","134,950","134,790",780,0.58%,17/04/2019,1398/01/28
"135,480","133,890","135,500","134,010",1420,1.06%,16/04/2019,1398/01/27
"136,870","134,040","136,900","135,430",1470,1.09%,15/04/2019,1398/01/26
"134,450","134,390","136,900","136,900",2400,1.78%,14/04/2019,1398/01/25
"135,900","134,390","136,000","134,500",2810,2.09%,13/04/2019,1398/01/24
"137,310","137,310","137,310","137,310",-,-,11/04/2019,1398/01/22
"137,380","137,290","137,400","137,310",190,0.14%,10/04/2019,1398/01/21
"141,760","137,390","141,800","137,500",4250,3.09%,09/04/2019,1398/01/20
"136,870","136,790","141,800","141,750",4850,3.54%,08/04/2019,1398/01/19
"133,900","133,890","136,900","136,900",2990,2.23%,07/04/2019,1398/01/18
"131,930","131,890","138,010","133,910",2010,1.52%,06/04/2019,1398/01/17
"131,900","130,100","133,300","131,900",100,0.08%,04/04/2019,1398/01/15
"131,900","129,800","134,200","132,000",-,-,31/03/2019,1398/01/11
"131,940","131,890","132,000","132,000",110,0.08%,30/03/2019,1398/01/10
"131,890","131,890","131,890","131,890",-,-,28/03/2019,1398/01/08
"129,540","129,380","133,600","131,890",2470,1.91%,27/03/2019,1398/01/07
"129,560","129,400","129,560","129,420",90,0.07%,26/03/2019,1398/01/06
"129,490","129,400","129,560","129,510",570,0.44%,25/03/2019,1398/01/05
"128,940","128,800","128,940","128,940",-,-,19/03/2019,1397/12/28
"128,950","128,800","128,960","128,940",50,0.04%,18/03/2019,1397/12/27
"128,920","128,800","128,960","128,890",60,0.05%,17/03/2019,1397/12/26
"129,930","128,800","129,960","128,830",2190,1.70%,16/03/2019,1397/12/25
"131,020","131,020","131,020","131,020",-,-,14/03/2019,1397/12/23
"132,040","130,930","132,050","131,020",2470,1.92%,13/03/2019,1397/12/22
"128,490","128,430","128,550","128,550",80,0.06%,12/03/2019,1397/12/21
"128,970","128,430","129,050","128,470",580,0.45%,11/03/2019,1397/12/20
"129,440","128,930","129,550","129,050",1370,1.06%,10/03/2019,1397/12/19
"131,460","130,360","131,570","130,420",50,0.04%,09/03/2019,1397/12/18
"130,370","130,370","130,370","130,370",-,-,07/03/2019,1397/12/16
"131,560","130,360","131,570","130,370",1170,0.90%,06/03/2019,1397/12/15
"125,950","125,900","132,550","131,540",5560,4.41%,05/03/2019,1397/12/14
"126,020","125,850","126,100","125,980",1090,0.87%,04/03/2019,1397/12/13
"130,040","126,850","130,040","127,070",2790,2.20%,03/03/2019,1397/12/12
"133,000","129,800","133,000","129,860",2140,1.65%,02/03/2019,1397/12/11
"132,000","132,000","132,000","132,000",-,-,28/02/2019,1397/12/09
"132,000","132,000","132,000","132,000",500,0.38%,27/02/2019,1397/12/08
"132,500","132,500","132,800","132,500",500,0.38%,26/02/2019,1397/12/07
"133,500","133,000","133,500","133,000",1500,1.13%,25/02/2019,1397/12/06
"135,500","134,500","135,500","134,500",2000,1.49%,24/02/2019,1397/12/05
"136,500","136,500","136,500","136,500",10120,8.01%,23/02/2019,1397/12/04
"128,100","124,210","130,530","126,380",3320,2.63%,21/02/2019,1397/12/02
"129,600","129,600","129,700","129,700",-,-,20/02/2019,1397/12/01
"129,900","122,800","129,900","129,700",1700,1.33%,19/02/2019,1397/11/30
"128,000","127,800","128,000","128,000",1000,0.78%,18/02/2019,1397/11/29
"123,600","123,600","129,000","129,000",5500,4.45%,17/02/2019,1397/11/28
"122,500","122,550","123,600","123,500",5000,4.22%,16/02/2019,1397/11/27
"118,500","118,500","118,500","118,500",-,-,14/02/2019,1397/11/25
"118,500","118,300","118,500","118,500",800,0.68%,13/02/2019,1397/11/24
"119,300","119,100","119,300","119,300",2200,1.88%,12/02/2019,1397/11/23
"117,100","117,000","117,100","117,100",650,0.56%,10/02/2019,1397/11/21
"116,450","116,450","116,450","116,450",-,-,07/02/2019,1397/11/18
"116,500","116,450","116,600","116,450",2050,1.76%,06/02/2019,1397/11/17
"118,500","118,200","118,600","118,500",1000,0.85%,05/02/2019,1397/11/16
"118,500","117,300","118,600","117,500",1000,0.86%,04/02/2019,1397/11/15
"114,500","114,400","116,550","116,500",6500,5.91%,03/02/2019,1397/11/14
"110,000","109,700","110,000","110,000",8500,7.73%,02/02/2019,1397/11/13
"118,500","118,500","118,500","118,500",-,-,31/01/2019,1397/11/11
"119,000","118,350","119,000","118,500",950,0.80%,30/01/2019,1397/11/10
"119,500","119,300","119,600","119,450",1150,0.97%,29/01/2019,1397/11/09
"118,900","117,900","118,900","118,300",300,0.25%,28/01/2019,1397/11/08
"118,500","117,800","118,500","118,000",100,0.08%,27/01/2019,1397/11/07
"117,900","117,750","117,950","117,900",2900,2.52%,26/01/2019,1397/11/06
"115,000","115,000","115,000","115,000",-,-,24/01/2019,1397/11/04
"115,100","115,000","115,100","115,000",400,0.35%,23/01/2019,1397/11/03
"115,400","115,200","115,450","115,400",1100,0.95%,22/01/2019,1397/11/02
"116,500","116,250","116,500","116,500",200,0.17%,21/01/2019,1397/11/01
"116,500","116,300","116,500","116,300",1800,1.57%,20/01/2019,1397/10/30
"114,400","114,300","114,500","114,500",1400,1.22%,19/01/2019,1397/10/29
"115,900","115,900","115,900","115,900",-,-,17/01/2019,1397/10/27
"115,900","115,900","115,900","115,900",1400,1.22%,16/01/2019,1397/10/26
"114,500","114,350","114,600","114,500",2000,1.78%,15/01/2019,1397/10/25
"112,500","112,300","112,650","112,500",2600,2.37%,14/01/2019,1397/10/24
"108,950","109,750","108,000","109,900",4100,3.73%,13/01/2019,1397/10/23
"116,000","114,000","118,000","114,000",5100,4.68%,12/01/2019,1397/10/22
"108,900","108,900","108,900","108,900",-,-,10/01/2019,1397/10/20
"108,900","108,850","108,900","108,900",100,0.09%,09/01/2019,1397/10/19
"108,800","108,600","109,050","108,800",200,0.18%,08/01/2019,1397/10/18
"109,000","108,700","109,000","109,000",2000,1.87%,07/01/2019,1397/10/17
"107,000","106,900","107,100","107,000",1500,1.42%,06/01/2019,1397/10/16
"105,450","104,900","105,600","105,500",500,0.47%,05/01/2019,1397/10/15
"106,000","106,000","106,000","106,000",-,-,03/01/2019,1397/10/13
"106,000","105,800","106,000","106,000",1500,1.44%,02/01/2019,1397/10/12
"104,900","104,200","105,000","104,500",500,0.48%,01/01/2019,1397/10/11
"107,000","105,000","107,000","105,000",3000,2.86%,31/12/2018,1397/10/10
"108,000","107,900","108,000","108,000",1000,0.93%,30/12/2018,1397/10/09
"106,000","105,500","108,000","107,000",500,0.47%,29/12/2018,1397/10/08
"107,500","107,500","107,500","107,500",-,-,27/12/2018,1397/10/06
"111,900","107,500","111,900","107,500",4500,4.19%,26/12/2018,1397/10/05
"109,000","109,000","118,000","112,000",7000,6.67%,25/12/2018,1397/10/04
"103,950","103,950","105,000","105,000",4000,3.96%,24/12/2018,1397/10/03
"101,000","101,000","101,000","101,000",30,0.03%,23/12/2018,1397/10/02
"100,020","98,420","102,780","100,970",1270,1.27%,22/12/2018,1397/10/01
"99,700","99,700","99,700","99,700",-,-,20/12/2018,1397/09/29
"99,800","99,700","99,890","99,700",200,0.20%,19/12/2018,1397/09/28
"101,000","99,900","101,000","99,900",500,0.50%,18/12/2018,1397/09/27
"99,400","99,400","99,400","99,400",-,-,17/12/2018,1397/09/26
"99,900","99,400","99,900","99,400",100,0.10%,16/12/2018,1397/09/25
"99,900","97,050","99,950","99,500",1800,1.81%,15/12/2018,1397/09/24
"101,300","101,300","101,300","101,300",-,-,13/12/2018,1397/09/22
"97,900","97,900","101,500","101,300",4200,4.33%,12/12/2018,1397/09/21
"108,230","86,900","109,940","97,100",11090,11.42%,11/12/2018,1397/09/20
"107,840","107,640","108,230","108,190",290,0.27%,10/12/2018,1397/09/19
"112,500","107,360","112,540","107,900",4510,4.18%,09/12/2018,1397/09/18
"114,870","112,110","114,870","112,410",1008,0.90%,08/12/2018,1397/09/17
"113,377","111,642","114,189","113,418",388,0.34%,06/12/2018,1397/09/15
"113,640","109,790","116,480","113,030",490,0.43%,05/12/2018,1397/09/14
"113,900","112,690","114,010","113,520",150,0.13%,04/12/2018,1397/09/13
"114,030","111,710","114,800","113,670",630,0.55%,03/12/2018,1397/09/12
"120,240","113,660","120,290","114,300",6800,5.95%,02/12/2018,1397/09/11
"113,570","113,570","121,100","121,100",8650,7.69%,01/12/2018,1397/09/10
"112,450","112,450","112,450","112,450",-,-,29/11/2018,1397/09/08
"112,680","112,450","112,680","112,450",8700,7.74%,28/11/2018,1397/09/07
"121,150","121,150","121,150","121,150",1880,1.55%,27/11/2018,1397/09/06
"123,030","123,030","123,030","123,030",4220,3.43%,26/11/2018,1397/09/05
"127,250","127,250","127,250","127,250",460,0.36%,24/11/2018,1397/09/03
"127,710","127,710","127,710","127,710",-,-,22/11/2018,1397/09/01
"127,710","127,710","127,710","127,710",200,0.16%,21/11/2018,1397/08/30
"127,910","127,910","127,910","127,910",490,0.38%,20/11/2018,1397/08/29
"128,400","128,400","128,400","128,400",1180,0.93%,19/11/2018,1397/08/28
"127,220","127,220","127,220","127,220",6350,5.25%,18/11/2018,1397/08/27
"120,870","120,870","120,870","120,870",2470,2.09%,17/11/2018,1397/08/26
"118,400","118,400","118,400","118,400",-,-,15/11/2018,1397/08/24
"119,000","118,400","119,000","118,400",800,0.68%,14/11/2018,1397/08/23
"119,000","117,100","120,400","119,200",700,0.59%,13/11/2018,1397/08/22
"120,600","117,500","122,500","119,900",700,0.58%,12/11/2018,1397/08/21
"119,900","117,900","123,000","120,600",2000,1.69%,11/11/2018,1397/08/20
"120,100","117,200","122,200","118,600",1700,1.43%,10/11/2018,1397/08/19
"119,700","118,600","121,000","120,300",200,0.17%,06/11/2018,1397/08/15
"120,500","119,100","121,200","120,500",200,0.17%,05/11/2018,1397/08/14
"119,500","117,300","122,200","120,300",1100,0.92%,04/11/2018,1397/08/13
"119,600","116,800","121,200","119,200",400,0.34%,03/11/2018,1397/08/12
"120,500","117,800","121,500","119,600",900,0.75%,01/11/2018,1397/08/10
"119,300","118,200","121,500","120,500",2100,1.77%,31/10/2018,1397/08/09
"119,800","117,700","120,500","118,400",2200,1.86%,29/10/2018,1397/08/07
"120,300","118,800","122,500","120,600",2200,1.86%,28/10/2018,1397/08/06
"120,800","117,200","122,000","118,400",400,0.34%,27/10/2018,1397/08/05
"120,800","117,800","121,400","118,800",2200,1.85%,25/10/2018,1397/08/03
"121,000","121,000","121,000","121,000",19390,16.02%,24/10/2018,1397/08/02
"141,395","138,990","142,400","140,390",1550,1.10%,23/10/2018,1397/08/01
"143,110","140,330","144,280","141,940",2210,1.56%,22/10/2018,1397/07/30
"144,745","142,860","145,340","144,150",9850,7.33%,21/10/2018,1397/07/29
"128,200","126,300","136,600","134,300",300,0.22%,20/10/2018,1397/07/28
"136,800","132,200","139,000","134,000",12200,10.02%,18/10/2018,1397/07/26
"123,900","119,600","124,900","121,800",13700,11.25%,17/10/2018,1397/07/25
"144,200","134,000","145,200","135,500",10400,8.31%,16/10/2018,1397/07/24
"133,600","124,100","135,800","125,100",5900,4.72%,15/10/2018,1397/07/23
"137,500","130,200","138,400","131,000",11700,8.93%,14/10/2018,1397/07/22
"133,800","131,600","144,800","142,700",20800,17.06%,13/10/2018,1397/07/21
"133,200","120,100","134,800","121,900",1800,1.48%,11/10/2018,1397/07/19
"122,300","121,100","126,200","123,700",2300,1.89%,10/10/2018,1397/07/18
"140,300","119,200","141,500","121,400",20000,16.47%,09/10/2018,1397/07/17
"144,000","139,200","145,400","141,400",10300,7.86%,08/10/2018,1397/07/16
"141,800","128,800","142,800","131,100",2300,1.79%,07/10/2018,1397/07/15
"141,800","127,700","144,300","128,800",2000,1.58%,06/10/2018,1397/07/14
"122,700","121,400","127,900","126,800",5400,4.26%,04/10/2018,1397/07/12
"136,700","131,000","137,700","132,200",11200,9.26%,03/10/2018,1397/07/11
"121,000","121,000","121,000","121,000",24288,20.07%,02/10/2018,1397/07/10
"147,928","144,445","148,904","145,288",6482,4.46%,01/10/2018,1397/07/09
"162,055","146,490","172,340","151,770",18450,12.16%,30/09/2018,1397/07/08
"172,290","168,680","174,360","170,220",5170,3.04%,29/09/2018,1397/07/07
"175,390","175,390","175,390","175,390",-,-,27/09/2018,1397/07/05
"181,035","169,000","186,680","175,390",11290,6.44%,26/09/2018,1397/07/04
"190,110","168,290","193,540","186,680",16690,9.82%,25/09/2018,1397/07/03
"170,640","155,830","171,290","169,990",9990,6.24%,24/09/2018,1397/07/02
"160,975","149,330","161,950","160,000",10660,7.14%,23/09/2018,1397/07/01
"151,205","141,280","153,070","149,340",3460,2.37%,22/09/2018,1397/06/31
"145,880","145,120","145,880","145,880",-,-,18/09/2018,1397/06/27
"145,880","142,900","145,880","145,880",2230,1.55%,17/09/2018,1397/06/26
"143,655","140,390","143,660","143,650",950,0.67%,16/09/2018,1397/06/25
"145,145","139,070","147,590","142,700",5050,3.67%,15/09/2018,1397/06/24
"137,650","137,650","137,650","137,650",50,0.04%,13/09/2018,1397/06/22
"137,210","136,750","138,940","137,600",440,0.32%,12/09/2018,1397/06/21
"135,370","134,170","138,980","137,160",1830,1.35%,11/09/2018,1397/06/20
"138,190","135,190","146,060","135,330",2830,2.09%,10/09/2018,1397/06/19
"129,940","129,550","138,980","138,160",8530,6.58%,09/09/2018,1397/06/18
"128,710","120,970","130,320","129,630",5141,3.97%,08/09/2018,1397/06/17
"136,265","132,183","137,382","134,771",339,0.25%,06/09/2018,1397/06/15
"136,430","134,680","144,700","135,110",1780,1.32%,05/09/2018,1397/06/14
"137,140","136,400","150,670","136,890",8940,6.99%,04/09/2018,1397/06/13
"119,790","119,370","135,880","127,950",3377,2.71%,03/09/2018,1397/06/12
"117,297","115,971","125,557","124,573",4803,4.01%,02/09/2018,1397/06/11
"112,060","104,000","121,980","119,770",9420,8.54%,01/09/2018,1397/06/10
"109,430","109,270","111,050","110,350",240,0.22%,29/08/2018,1397/06/07
"110,620","106,020","110,680","110,110",500,0.45%,28/08/2018,1397/06/06
"107,140","104,770","110,700","110,610",3460,3.23%,27/08/2018,1397/06/05
"105,310","105,270","108,140","107,150",1720,1.63%,26/08/2018,1397/06/04
"105,020","104,390","106,440","105,430",2640,2.57%,25/08/2018,1397/06/03
"105,080","102,370","105,280","102,790",2670,2.60%,23/08/2018,1397/06/01
"105,830","105,230","106,070","105,460",380,0.36%,21/08/2018,1397/05/30
"104,150","103,600","107,110","105,840",1700,1.63%,20/08/2018,1397/05/29
"103,160","102,880","105,600","104,140",1090,1.06%,19/08/2018,1397/05/28
"102,980","101,960","105,280","103,050",4070,3.95%,18/08/2018,1397/05/27
"107,120","106,610","109,980","107,120",30,0.03%,16/08/2018,1397/05/25
"105,040","103,360","107,150","107,090",2060,1.96%,15/08/2018,1397/05/24
"105,540","103,070","107,970","105,030",520,0.50%,14/08/2018,1397/05/23
"106,260","105,150","110,300","105,550",710,0.67%,13/08/2018,1397/05/22
"100,880","99,470","106,590","106,260",5410,5.36%,12/08/2018,1397/05/21
"103,970","97,470","105,910","100,850",8580,8.51%,11/08/2018,1397/05/20
"103,350","103,170","109,670","109,430",6070,5.87%,09/08/2018,1397/05/18
"102,520","91,740","111,550","103,360",820,0.80%,08/08/2018,1397/05/17
"89,780","89,250","107,860","102,540",12780,14.24%,07/08/2018,1397/05/16
"95,970","82,310","98,050","89,760",6200,6.91%,06/08/2018,1397/05/15
"98,150","92,450","99,290","95,960",2210,2.30%,05/08/2018,1397/05/14
"98,100","98,170","101,660","98,170",7600,7.74%,04/08/2018,1397/05/13
"112,970","102,100","113,370","105,770",7190,6.80%,02/08/2018,1397/05/11
"105,990","95,600","113,120","112,960",6980,6.59%,01/08/2018,1397/05/10
"105,390","101,010","111,930","105,980",570,0.54%,31/07/2018,1397/05/09
"114,710","95,090","114,890","105,410",9290,8.81%,30/07/2018,1397/05/08
"116,550","107,810","117,610","114,700",4332,3.93%,29/07/2018,1397/05/07
"106,401","104,198","112,089","110,368",15808,16.72%,28/07/2018,1397/05/06
"93,170","93,060","95,530","94,560",1400,1.50%,26/07/2018,1397/05/04
"91,560","91,340","95,290","93,160",1610,1.76%,25/07/2018,1397/05/03
"94,070","91,450","94,600","91,550",2510,2.74%,24/07/2018,1397/05/02
"93,710","91,130","95,750","94,060",360,0.38%,23/07/2018,1397/05/01
"88,990","88,730","95,340","93,700",4730,5.32%,22/07/2018,1397/04/31
"86,250","85,990","90,460","88,970",7480,9.18%,21/07/2018,1397/04/30
"81,980","81,240","82,740","81,490",470,0.58%,19/07/2018,1397/04/28
"81,360","80,770","84,620","81,960",620,0.76%,18/07/2018,1397/04/27
"81,940","80,450","83,640","81,340",610,0.75%,17/07/2018,1397/04/26
"79,170","77,650","81,990","81,950",2760,3.49%,16/07/2018,1397/04/25
"80,780","78,790","81,320","79,190",1550,1.96%,15/07/2018,1397/04/24
"80,300","80,300","83,120","80,740",2520,3.22%,14/07/2018,1397/04/23
"78,170","77,740","78,620","78,220",320,0.41%,12/07/2018,1397/04/21
"77,860","76,000","78,300","77,900",18,0.02%,11/07/2018,1397/04/20
"77,941","76,526","78,400","77,882",1578,2.03%,10/07/2018,1397/04/19
"79,820","78,630","79,860","79,460",400,0.50%,08/07/2018,1397/04/17
"79,800","78,610","80,870","79,860",510,0.64%,07/07/2018,1397/04/16
"78,460","78,340","81,690","80,370",1900,2.42%,05/07/2018,1397/04/14
"80,150","76,250","80,360","78,470",1670,2.13%,04/07/2018,1397/04/13
"81,640","78,850","82,160","80,140",1460,1.82%,03/07/2018,1397/04/12
"83,330","81,390","83,610","81,600",1710,2.10%,02/07/2018,1397/04/11
"83,650","82,170","85,420","83,310",270,0.32%,01/07/2018,1397/04/10
"79,980","79,870","83,670","83,580",1300,1.58%,30/06/2018,1397/04/09
"82,270","81,940","83,310","82,280",-,-,28/06/2018,1397/04/07
"79,710","79,630","84,510","82,280",2540,3.19%,27/06/2018,1397/04/06
"78,920","77,900","80,290","79,740",830,1.05%,26/06/2018,1397/04/05
"81,530","78,330","83,640","78,910",2640,3.35%,25/06/2018,1397/04/04
"87,000","78,760","89,430","81,550",5500,6.74%,24/06/2018,1397/04/03
"81,000","79,620","90,960","87,050",12139,16.20%,23/06/2018,1397/04/02
"74,693","73,146","75,570","74,911",1,-,21/06/2018,1397/03/31
"73,980","73,580","75,750","74,910",910,1.23%,20/06/2018,1397/03/30
"72,290","72,260","74,030","74,000",1730,2.39%,19/06/2018,1397/03/29
"70,550","70,250","72,720","72,270",1730,2.45%,18/06/2018,1397/03/28
"70,430","69,300","72,760","70,540",1870,2.72%,17/06/2018,1397/03/27
"67,680","67,630","68,880","68,670",980,1.45%,14/06/2018,1397/03/24
"70,070","66,600","70,160","67,690",2390,3.53%,13/06/2018,1397/03/23
"70,340","69,780","71,860","70,080",270,0.39%,12/06/2018,1397/03/22
"67,800","67,790","70,910","70,350",2540,3.75%,11/06/2018,1397/03/21
"65,740","65,500","68,660","67,810",2050,3.12%,10/06/2018,1397/03/20
"67,570","65,760","68,880","65,760",1370,2.13%,09/06/2018,1397/03/19
"65,040","64,390","65,220","64,390",140,0.22%,07/06/2018,1397/03/17
"64,400","64,090","64,530","64,250",140,0.22%,03/06/2018,1397/03/13
"64,470","63,610","64,950","64,390",630,0.98%,02/06/2018,1397/03/12
"64,630","64,620","65,150","65,020",380,0.59%,31/05/2018,1397/03/10
"64,370","64,000","64,900","64,640",260,0.40%,30/05/2018,1397/03/09
"62,930","62,890","65,740","64,380",1460,2.32%,29/05/2018,1397/03/08
"63,540","58,650","64,150","62,920",610,0.97%,28/05/2018,1397/03/07
"63,700","62,740","64,480","63,530",100,0.16%,27/05/2018,1397/03/06
"64,020","63,300","64,440","63,630",40,0.06%,26/05/2018,1397/03/05
"63,450","63,360","63,670","63,670",230,0.36%,24/05/2018,1397/03/03
"63,630","62,430","64,250","63,440",200,0.32%,23/05/2018,1397/03/02
"63,860","63,310","63,990","63,640",230,0.36%,22/05/2018,1397/03/01
"63,320","62,410","64,410","63,870",540,0.85%,21/05/2018,1397/02/31
"62,130","62,060","64,050","63,330",1320,2.13%,20/05/2018,1397/02/30
"61,250","60,650","62,250","62,010",630,1.02%,19/05/2018,1397/02/29
"62,750","62,600","62,980","62,640",100,0.16%,17/05/2018,1397/02/27
"61,530","61,380","63,650","62,740",1220,1.98%,16/05/2018,1397/02/26
"64,150","60,940","65,280","61,520",2620,4.26%,15/05/2018,1397/02/25
"63,310","62,050","64,290","64,140",840,1.33%,14/05/2018,1397/02/24
"64,540","61,130","64,560","63,300",1250,1.97%,13/05/2018,1397/02/23
"65,410","63,990","66,300","64,550",2350,3.64%,12/05/2018,1397/02/22
"66,520","66,300","66,990","66,900",370,0.56%,10/05/2018,1397/02/20
